"Код SAP площадки";"Контрагент";;"Модель";"Рабочий объем";"Тип двигателя";"Стоимость работ";;;;;;"Стоимость запчастей";;;;;;"Стоимость запчастей PL-2";;;"Итого - ремонт";;;;;;"Итого - PL-2 ремонт";;
;;;;;;"1 год 15000 км";"2 года 30000 км";"3 года 45000 км";"4 года 60000 км";"5 лет 75000 км";"6 лет 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 лет 75000 км";"6 лет 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"1 год 15000 км";"2 год 30000 км";"3 год 45000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км";"4 год 60000 км";"5 год 75000 км";"6 год 90000 км"
"C40AF01007";"АВН";;"Tucson";"1.6";"Бензиновый";5265;4485;5265;4050;4050;3450;7019;7459;7019;10129;7019;7459;10129;7019;7459;12284;11944;12284;14179;11069;10909;14179;11069;10909
"C40AF01007";"АВН";;"Tucson";"2.0";"Бензиновый";5265;4485;5265;4050;4050;3450;7019;7459;7019;10129;7019;7459;10129;7019;7459;12284;11944;12284;14179;11069;10909;14179;11069;10909
"C40AF01007";"АВН";;"Tucson";"1.6T GDI";"Бензиновый";5265;4485;5265;4050;4050;3450;6994;7414;6994;9464;6994;7414;9464;6994;7414;12259;11899;12259;13514;11044;10864;13514;11044;10864
"C40AF01007";"АВН";;"Tucson";"2.0";"Дизельный";5265;4485;5265;3450;4050;3450;8906;13406;8906;13406;8906;13406;13406;8906;13406;14171;17891;14171;16856;12956;16856;16856;12956;16856
"C40AF01007";"АВН";;"Santa Fe";"2.4";"Бензиновый";5265;4485;5265;4050;4050;3450;7809;8249;7809;10469;7809;8249;10469;7809;8249;13074;12734;13074;14519;11859;11699;14519;11859;11699
"C40AF01007";"АВН";;"Santa Fe";"2.2";"Дизельный";5265;4485;5265;3450;4050;3450;9519;12774;9519;12774;9519;12774;12774;9519;12774;14784;17259;14784;16224;13569;16224;16224;13569;16224
"C40AF01007";"АВН";;"Grand Santa Fe";"3.3";"Бензиновый";5265;4485;5265;4050;4050;3450;8594;9034;8594;11029;8594;9034;11029;8594;9034;13859;13519;13859;15079;12644;12484;15079;12644;12484
"C40AF01007";"АВН";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";5265;4485;5265;4050;4050;3450;8594;9034;8594;13759;8594;9034;13759;8594;9034;13859;13519;13859;17809;12644;12484;17809;12644;12484
"C40AF01007";"АВН";;"Grand Santa Fe";"2.2";"Дизельный";5265;4485;5265;3450;4050;3450;9342;12597;9342;12597;9342;12597;12597;9342;12597;14607;17082;14607;16047;13392;16047;16047;13392;16047
"C40AF01007";"АВН";;"H1";"2.4";"Бензиновый";4680;3705;4680;3450;3600;3000;6439;10639;6439;11794;6439;10639;11794;6439;10639;11119;14344;11119;15244;10039;13639;15244;10039;13639
"C40AF01007";"АВН";;"H1";"2.5";"Дизельный";4680;3705;4680;2850;3600;2850;8807;11152;8807;11152;8807;11152;11152;8807;11152;13487;14857;13487;14002;12407;14002;14002;12407;14002
"C40AF00002";"АвтоМакс";;"Solaris New";"1.4";"Бензиновый";2940;3990;2940;5040;2940;3990;6800;6700;6600;6500;6400;6300;6200;6100;6000;9740;10690;9540;11540;9340;10290;11240;9040;9990
"C40AF00002";"АвтоМакс";;"Solaris New";"1.6";"Бензиновый";2940;3990;2940;5040;2940;3990;6850;6750;6650;6550;6450;6350;6250;6150;6050;9790;10740;9590;11590;9390;10340;11290;9090;10040
"C40AF00002";"АвтоМакс";;"Solaris";"1.4";"Бензиновый";2940;3990;2940;5040;2940;3990;6900;6800;6700;6600;6500;6400;6300;6200;6100;9840;10790;9640;11640;9440;10390;11340;9140;10090
"C40AF00002";"АвтоМакс";;"Solaris";"1.6";"Бензиновый";2940;3990;2940;5040;2940;3990;6950;6850;6750;6650;6550;6450;6350;6250;6150;9890;10840;9690;11690;9490;10440;11390;9190;10140
"C40AF00002";"АвтоМакс";;"i30";"1.4";"Бензиновый";2940;3990;2940;4830;2940;4200;7000;6900;6800;6700;6600;6500;6400;6300;6200;9940;10890;9740;11530;9540;10700;11230;9240;10400
"C40AF00002";"АвтоМакс";;"i30";"1.6";"Бензиновый";2940;3990;2940;4830;2940;4200;7050;6950;6850;6750;6650;6550;6450;6350;6250;9990;10940;9790;11580;9590;10750;11280;9290;10450
"C40AF00002";"АвтоМакс";;"Elantra";"1.6";"Бензиновый";2940;3990;2940;4830;2940;4200;7100;7000;6900;6800;6700;6600;6500;6400;6300;10040;10990;9840;11630;9640;10800;11330;9340;10500
"C40AF00002";"АвтоМакс";;"Elantra";"1.8";"Бензиновый";2940;3990;2940;4830;2940;4200;7150;7050;6950;6850;6750;6650;6550;6450;6350;10090;11040;9890;11680;9690;10850;11380;9390;10550
"C40AF00002";"АвтоМакс";;"Elantra new";"1.6";"Бензиновый";2940;3990;2940;4830;2940;4200;7200;7100;7000;6900;6800;6700;6600;6500;6400;10140;11090;9940;11730;9740;10900;11430;9440;10600
"C40AF00002";"АвтоМакс";;"Elantra new";"2.0";"Бензиновый";2940;3990;2940;4830;2940;4200;7250;7150;7050;6950;6850;6750;6650;6550;6450;10190;11140;9990;11780;9790;10950;11480;9490;10650
"C40AF00002";"АвтоМакс";;"Veloster";"1.6";"Бензиновый";2940;3990;2940;4830;2940;4200;7300;7200;7100;7000;6900;6800;6700;6600;6500;10240;11190;10040;11830;9840;11000;11530;9540;10700
"C40AF00002";"АвтоМакс";;"Veloster";"1.6T GDI";"Бензиновый";2940;3990;2940;4830;2940;4200;7350;7250;7150;7050;6950;6850;6750;6650;6550;10290;11240;10090;11880;9890;11050;11580;9590;10750
"C40AF00002";"АвтоМакс";;"Sonata";"2.0";"Бензиновый";2940;3990;2940;4830;2940;4200;7370;7270;7170;7070;6970;6870;6770;6670;6570;10310;11260;10110;11900;9910;11070;11600;9610;10770
"C40AF00002";"АвтоМакс";;"Sonata";"2.4 GDi";"Бензиновый";2940;3990;2940;4830;2940;4200;7380;7280;7180;7080;6980;6880;6780;6680;6580;10320;11270;10120;11910;9920;11080;11610;9620;10780
"C40AF00002";"АвтоМакс";;"i40";"1.6";"Бензиновый";2940;3990;2940;4830;2940;4200;7400;7300;7200;7100;7000;6900;6800;6700;6600;10340;11290;10140;11930;9940;11100;11630;9640;10800
"C40AF00002";"АвтоМакс";;"i40";"2.0";"Бензиновый";2940;3990;2940;4830;2940;4200;7450;7350;7250;7150;7050;6950;6850;6750;6650;10390;11340;10190;11980;9990;11150;11680;9690;10850
"C40AF00002";"АвтоМакс";;"i40";"1.7";"Дизельный";2940;3990;2940;4830;2940;4200;7500;7400;7300;7200;7100;7000;6900;6800;6700;10440;11390;10240;12030;10040;11200;11730;9740;10900
"C40AF00002";"АвтоМакс";;"Creta";"1.6";"Бензиновый";3570;4830;3570;5670;3570;4830;7550;7450;7350;7250;7150;7050;6950;6850;6750;11120;12280;10920;12920;10720;11880;12620;10420;11580
"C40AF00002";"АвтоМакс";;"Creta";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;7600;7500;7400;7300;7200;7100;7000;6900;6800;11170;12330;10970;12970;10770;11930;12670;10470;11630
"C40AF00002";"АвтоМакс";;"ix35";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;7650;7550;7450;7350;7250;7150;7050;6950;6850;11220;12380;11020;13020;10820;11980;12720;10520;11680
"C40AF00002";"АвтоМакс";;"ix35";"2.0";"Дизельный";3570;4830;3570;5670;3570;4830;7700;7600;7500;7400;7300;7200;7100;7000;6900;11270;12430;11070;13070;10870;12030;12770;10570;11730
"C40AF00002";"АвтоМакс";;"Tucson";"1.6";"Бензиновый";3570;4830;3570;5670;3570;4830;7750;7650;7550;7450;7350;7250;7150;7050;6950;11320;12480;11120;13120;10920;12080;12820;10620;11780
"C40AF00002";"АвтоМакс";;"Tucson";"2.0";"Бензиновый";3570;4830;3570;5670;3570;4830;7800;7700;7600;7500;7400;7300;7200;7100;7000;11370;12530;11170;13170;10970;12130;12870;10670;11830
"C40AF00002";"АвтоМакс";;"Tucson";"1.6T GDI";"Бензиновый";3570;4830;3570;5670;3570;4830;7850;7750;7650;7550;7450;7350;7250;7150;7050;11420;12580;11220;13220;11020;12180;12920;10720;11880
"C40AF00002";"АвтоМакс";;"Tucson";"2.0";"Дизельный";3570;4830;3570;5670;3570;4830;7900;7800;7700;7600;7500;7400;7300;7200;7100;11470;12630;11270;13270;11070;12230;12970;10770;11930
"C40AF00002";"АвтоМакс";;"Santa Fe";"2.4";"Бензиновый";3570;4830;3570;5670;3570;4830;7950;7850;7750;7650;7550;7450;7350;7250;7150;11520;12680;11320;13320;11120;12280;13020;10820;11980
"C40AF00002";"АвтоМакс";;"Santa Fe";"2.2";"Дизельный";3570;4830;3570;5040;3570;4830;8000;7900;7800;7700;7600;7500;7400;7300;7200;11570;12730;11370;12740;11170;12330;12440;10870;12030
"C40AF00002";"АвтоМакс";;"Grand Santa Fe";"3.3";"Бензиновый";3570;4830;3570;5670;3570;4830;8050;7950;7850;7750;7650;7550;7450;7350;7250;11620;12780;11420;13420;11220;12380;13120;10920;12080
"C40AF00002";"АвтоМакс";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";3570;4830;3570;5670;3570;4830;8100;8000;7900;7800;7700;7600;7500;7400;7300;11670;12830;11470;13470;11270;12430;13170;10970;12130
"C40AF00002";"АвтоМакс";;"Grand Santa Fe";"2.2";"Дизельный";3570;4830;3570;5670;3570;4830;8150;8050;7950;7850;7750;7650;7550;7450;7350;11720;12880;11520;13520;11320;12480;13220;11020;12180
"C40AF00002";"АвтоМакс";;"H1";"2.4";"Бензиновый";3570;4830;3570;5670;3570;4830;8200;8100;8000;7900;7800;7700;7600;7500;7400;11770;12930;11570;13570;11370;12530;13270;11070;12230
"C40AF00002";"АвтоМакс";;"H1";"2.5";"Дизельный";3570;4830;3570;5040;3570;4830;8250;8150;8050;7950;7850;7750;7650;7550;7450;11820;12980;11620;12990;11420;12580;12690;11120;12280
"C40AF00182";"Хендэ Центр Краснодар";;"Solaris New";"1.4";"Бензиновый";4900;5850;4900;6800;4900;5850;6159,78;6976,8;6159,78;8457,84;6159,78;6976,8;6766,27;4927,82;5581,44;11059,78;12826,8;11059,78;15257,84;11059,78;12826,8;13566,27;9827,82;11431,44
"C40AF00182";"Хендэ Центр Краснодар";;"Solaris New";"1.6";"Бензиновый";4900;5850;4900;6800;4900;5850;6162,84;6976,8;6162,84;12259,38;6162,84;6976,8;9807,5;4930,27;5581,44;11062,84;12826,8;11062,84;19059,38;11062,84;12826,8;16607,5;9830,27;11431,44
"C40AF00182";"Хендэ Центр Краснодар";;"Solaris";"1.4";"Бензиновый";4900;5850;4900;6800;4900;5850;5008,2;7406,22;5008,2;8457,84;5008,2;7406,22;6766,27;4006,56;5924,98;9908,2;13256,22;9908,2;15257,84;9908,2;13256,22;13566,27;8906,56;11774,98
"C40AF00182";"Хендэ Центр Краснодар";;"Solaris";"1.6";"Бензиновый";4900;5850;4900;6800;4900;5850;5008,2;7406,22;5008,2;8457,84;5008,2;7406,22;6766,27;4006,56;5924,98;9908,2;13256,22;9908,2;15257,84;9908,2;13256,22;13566,27;8906,56;11774,98
"C40AF00182";"Хендэ Центр Краснодар";;"i30";"1.4";"Бензиновый";3505;4255;3505;5205;3505;5205;7615,32;10473,36;7615,32;12072,72;7615,32;10473,36;9658,18;6092,26;8378,69;11120,32;14728,36;11120,32;17277,72;11120,32;15678,36;14863,18;9597,26;13583,69
"C40AF00182";"Хендэ Центр Краснодар";;"i30";"1.6";"Бензиновый";3505;4255;3505;5205;3505;5205;7615,32;10473,36;7615,32;12072,72;7615,32;10473,36;9658,18;6092,26;8378,69;11120,32;14728,36;11120,32;17277,72;11120,32;15678,36;14863,18;9597,26;13583,69
"C40AF00182";"Хендэ Центр Краснодар";;"Elantra";"1.6";"Бензиновый";3505;4255;3505;5205;3505;5205;7681,62;10544,76;7681,62;12841,8;7681,62;10544,76;10273,44;6145,3;8435,81;11186,62;14799,76;11186,62;18046,8;11186,62;15749,76;15478,44;9650,3;13640,81
"C40AF00182";"Хендэ Центр Краснодар";;"Elantra";"1.8";"Бензиновый";3505;4255;3505;5205;3505;5205;8099,82;10962,96;8099,82;13260;8099,82;10962,96;10608;6479,86;8770,37;11604,82;15217,96;11604,82;18465;11604,82;16167,96;15813;9984,86;13975,37
"C40AF00182";"Хендэ Центр Краснодар";;"Elantra new";"1.6";"Бензиновый";3505;4255;3505;5205;3505;5205;7225,68;10088,82;7225,68;13855,68;7225,68;10088,82;11084,54;5780,54;8071,06;10730,68;14343,82;10730,68;19060,68;10730,68;15293,82;16289,54;9285,54;13276,06
"C40AF00182";"Хендэ Центр Краснодар";;"Elantra new";"2.0";"Бензиновый";3505;4255;3505;5205;3505;5205;8082,48;8878,08;8082,48;16875,9;8082,48;8878,08;13500,72;6465,98;7102,46;11587,48;13133,08;11587,48;22080,9;11587,48;14083,08;18705,72;9970,98;12307,46
"C40AF00182";"Хендэ Центр Краснодар";;"Veloster";"1.6";"Бензиновый";4320;5370;4320;6420;4320;5370;6893,16;9753,24;6893,16;12053,34;6893,16;9753,24;9642,67;5514,53;7802,59;11213,16;15123,24;11213,16;18473,34;11213,16;15123,24;16062,67;9834,53;13172,59
"C40AF00182";"Хендэ Центр Краснодар";;"Veloster";"1.6T GDI";"Бензиновый";4320;5370;4320;6420;4320;5370;6893,16;9753,24;6893,16;12053,34;6893,16;9753,24;9642,67;5514,53;7802,59;11213,16;15123,24;11213,16;18473,34;11213,16;15123,24;16062,67;9834,53;13172,59
"C40AF00182";"Хендэ Центр Краснодар";;"Sonata";"2.0";"Бензиновый";2859;5487;2859;6123;2859;5487;8388,48;9326,88;8388,48;15720,24;8388,48;9326,88;12576,19;6710,78;7461,5;11247,48;14813,88;11247,48;21843,24;11247,48;14813,88;18699,19;9569,78;12948,5
"C40AF00182";"Хендэ Центр Краснодар";;"Sonata";"2.4 GDi";"Бензиновый";4531;5487;4531;6124;4531;5487;8933,16;9749,16;8933,16;16143,54;8933,16;9749,16;12914,83;7146,53;7799,33;13464,16;15236,16;13464,16;22267,54;13464,16;15236,16;19038,83;11677,53;13286,33
"C40AF00182";"Хендэ Центр Краснодар";;"i40";"1.6";"Бензиновый";5295;6345;5295;7185;5295;6345;7381,74;8197,74;7381,74;14628,84;7381,74;8197,74;11703,07;5905,39;6558,19;12676,74;14542,74;12676,74;21813,84;12676,74;14542,74;18888,07;11200,39;12903,19
"C40AF00182";"Хендэ Центр Краснодар";;"i40";"2.0";"Бензиновый";5295;6345;5295;7185;5295;6345;8218,14;9034,14;8218,14;15465,24;8218,14;9034,14;12372,19;6574,51;7227,31;13513,14;15379,14;13513,14;22650,24;13513,14;15379,14;19557,19;11869,51;13572,31
"C40AF00182";"Хендэ Центр Краснодар";;"i40";"1.7";"Дизельный";6870;7185;6870;7185;6870;7185;12444;13260;12444;13260;12444;13260;10608;9955,2;10608;19314;20445;19314;20445;19314;20445;17793;16825,2;17793
"C40AF00182";"Хендэ Центр Краснодар";;"Creta";"1.6";"Бензиновый";5375;6515;5375;7275;5375;6515;6451,5;10138,8;6451,5;12258,36;6451,5;10138,8;9806,69;5161,2;8111,04;11826,5;16653,8;11826,5;19533,36;11826,5;16653,8;17081,69;10536,2;14626,04
"C40AF00182";"Хендэ Центр Краснодар";;"Creta";"2.0";"Бензиновый";5375;6515;5375;7275;5375;6515;7203,24;8020,26;7203,24;14165,76;7203,24;8020,26;11332,61;5762,59;6416,21;12578,24;14535,26;12578,24;21440,76;12578,24;14535,26;18607,61;11137,59;12931,21
"C40AF00182";"Хендэ Центр Краснодар";;"ix35";"2.0";"Бензиновый";3875;5015;3875;5775;3875;5015;7786,68;8637,36;7786,68;11073,12;7786,68;8637,36;8858,5;6229,34;6909,89;11661,68;13652,36;11661,68;16848,12;11661,68;13652,36;14633,5;10104,34;11924,89
"C40AF00182";"Хендэ Центр Краснодар";;"ix35";"2.0";"Дизельный";3875;5015;3875;5015;3875;5015;12717,36;15572,34;12717,36;15572,34;12717,36;15572,34;12457,87;10173,89;12457,87;16592,36;20587,34;16592,36;20587,34;16592,36;20587,34;17472,87;14048,89;17472,87
"C40AF00182";"Хендэ Центр Краснодар";;"Tucson";"1.6";"Бензиновый";4805;6515;4805;7275;4805;6515;7378,68;8194,68;7378,68;10036,8;7378,68;8194,68;8029,44;5902,94;6555,74;12183,68;14709,68;12183,68;17311,8;12183,68;14709,68;15304,44;10707,94;13070,74
"C40AF00182";"Хендэ Центр Краснодар";;"Tucson";"2.0";"Бензиновый";4805;6515;4805;7275;4805;6515;8165,1;8933,16;8165,1;14882,82;8165,1;8933,16;11906,26;6532,08;7146,53;12970,1;15448,16;12970,1;22157,82;12970,1;15448,16;19181,26;11337,08;13661,53
"C40AF00182";"Хендэ Центр Краснодар";;"Tucson";"1.6T GDI";"Бензиновый";4805;6515;4805;7275;4805;6515;8165,1;8933,16;8165,1;14882,82;8165,1;8933,16;11906,26;6532,08;7146,53;12970,1;15448,16;12970,1;22157,82;12970,1;15448,16;19181,26;11337,08;13661,53
"C40AF00182";"Хендэ Центр Краснодар";;"Tucson";"2.0";"Дизельный";7275;8415;7275;8415;7275;8415;16956,48;17738,82;16956,48;17738,82;16956,48;17738,82;14191,06;13565,18;14191,06;24231,48;26153,82;24231,48;26153,82;24231,48;26153,82;22606,06;20840,18;22606,06
"C40AF00182";"Хендэ Центр Краснодар";;"Santa Fe";"2.4";"Бензиновый";5925;7395;5925;7395;5925;7395;8969,88;9857,28;8969,88;11540,28;8969,88;9857,28;9232,22;7175,9;7885,82;14894,88;17252,28;14894,88;18935,28;14894,88;17252,28;16627,22;13100,9;15280,82
"C40AF00182";"Хендэ Центр Краснодар";;"Santa Fe";"2.2";"Дизельный";5925;7185;5925;8025;5925;7185;11658,6;15168,42;11658,6;15193,92;12460,32;14366,7;12155,14;9968,26;11493,36;17583,6;22353,42;17583,6;23218,92;18385,32;21551,7;20180,14;15893,26;18678,36
"C40AF00182";"Хендэ Центр Краснодар";;"Grand Santa Fe";"3.3";"Бензиновый";5925;7395;5925;7395;5925;7395;9589,02;10405,02;9589,02;15973,2;9589,02;10405,02;12778,56;7671,22;8324,02;15514,02;17800,02;15514,02;23368,2;15514,02;17800,02;20173,56;13596,22;15719,02
"C40AF00182";"Хендэ Центр Краснодар";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";5925;7395;5925;7395;5925;7395;9589,02;10405,02;9589,02;15973,2;9589,02;10405,02;12778,56;7671,22;8324,02;15514,02;17800,02;15514,02;23368,2;15514,02;17800,02;20173,56;13596,22;15719,02
"C40AF00182";"Хендэ Центр Краснодар";;"Grand Santa Fe";"2.2";"Дизельный";5925;7185;5925;8025;5925;7185;11658,6;15168,42;11658,6;15193,92;12460,32;14366,7;12155,14;9968,26;11493,36;17583,6;22353,42;17583,6;23218,92;18385,32;21551,7;20180,14;15893,26;18678,36
"C40AF00182";"Хендэ Центр Краснодар";;"H1";"2.4";"Бензиновый";5015;8535;5015;5445;5015;5235;9589,02;10405,02;9589,02;15973,2;9589,02;10405,02;12778,56;7671,22;8324,02;14604,02;18940,02;14604,02;21418,2;14604,02;15640,02;18223,56;12686,22;13559,02
"C40AF00182";"Хендэ Центр Краснодар";;"H1";"2.5";"Дизельный";5610;6030;5610;6030;5610;6030;9589,02;10405,02;9589,02;15973,2;9589,02;10405,02;12778,56;7671,22;8324,02;15199,02;16435,02;15199,02;22003,2;15199,02;16435,02;18808,56;13281,22;14354,02
"C40AF11035";"ТТС Ижевск";;"Solaris New";"1.4";"Бензиновый";3060;3960;3060;4860;3060;3960;5290;5680;5290;7435;5290;5680;6835;4690;5080;8350;9640;8350;12295;8350;9640;11695;7750;9040
"C40AF11035";"ТТС Ижевск";;"Solaris New";"1.6";"Бензиновый";3060;3960;3060;4860;3060;3960;5045;7355;5045;9110;5045;7355;8510;4445;6755;8105;11315;8105;13970;8105;11315;13370;7505;10715
"C40AF11035";"ТТС Ижевск";;"Solaris";"1.4";"Бензиновый";3060;3960;3060;4860;3060;3960;4820;7320;4820;8910;6250;7320;8310;5650;6720;7880;11280;7880;13770;9310;11280;13170;8710;10680
"C40AF11035";"ТТС Ижевск";;"Solaris";"1.6";"Бензиновый";3060;3960;3060;4860;3060;3960;4820;7320;4820;8910;6250;7320;8310;5650;6720;7880;11280;7880;13770;9310;11280;13170;8710;10680
"C40AF11035";"ТТС Ижевск";;"i30";"1.4";"Бензиновый";3400;4400;3400;5200;3400;4400;5445;7835;5445;9310;5445;7835;8710;4845;7235;8845;12235;8845;14510;8845;12235;13910;8245;11635
"C40AF11035";"ТТС Ижевск";;"i30";"1.6";"Бензиновый";3400;4400;3400;5200;3400;4400;5445;7835;5445;9310;5445;7835;8710;4845;7235;8845;12235;8845;14510;8845;12235;13910;8245;11635
"C40AF11035";"ТТС Ижевск";;"Elantra";"1.6";"Бензиновый";3570;4620;3570;5460;3570;4620;5770;8160;5770;10305;5770;8160;9705;5170;7560;9340;12780;9340;15765;9340;12780;15165;8740;12180
"C40AF11035";"ТТС Ижевск";;"Elantra";"1.8";"Бензиновый";3570;4620;3570;5460;3570;4620;5770;6160;5770;8305;5770;6160;7705;5170;5560;9340;10780;9340;13765;9340;10780;13165;8740;10180
"C40AF11035";"ТТС Ижевск";;"Elantra new";"1.6";"Бензиновый";3570;4620;3570;5460;3570;4620;6205;8515;6205;12250;6205;8515;11650;5605;7915;9775;13135;9775;17710;9775;13135;17110;9175;12535
"C40AF11035";"ТТС Ижевск";;"Elantra new";"2.0";"Бензиновый";3570;4620;3570;5460;3570;4620;6855;7245;6855;10980;6855;7245;10380;6255;6645;10425;11865;10425;16440;10425;11865;15840;9825;11265
"C40AF11035";"ТТС Ижевск";;"Veloster";"1.6";"Бензиновый";3060;3960;3060;4860;3060;3960;5455;7765;5455;9820;5455;7765;9220;4855;7165;8515;11725;8515;14680;8515;11725;14080;7915;11125
"C40AF11035";"ТТС Ижевск";;"Veloster";"1.6T GDI";"Бензиновый";3060;3960;3060;4860;3060;3960;5455;7765;5455;9820;5455;7765;9220;4855;7165;8515;11725;8515;14680;8515;11725;14080;7915;11125
"C40AF11035";"ТТС Ижевск";;"Sonata";"2.0";"Бензиновый";3910;5060;3910;5980;3910;5060;7120;7510;7120;11245;7120;7510;10645;6520;6910;11030;12570;11030;17225;11030;12570;16625;10430;11970
"C40AF11035";"ТТС Ижевск";;"Sonata";"2.4 GDi";"Бензиновый";3910;5060;3910;5980;3910;5060;7445;7835;7445;11570;7445;7835;10970;6845;7235;11355;12895;11355;17550;11355;12895;16950;10755;12295
"C40AF11035";"ТТС Ижевск";;"i40";"1.6";"Бензиновый";3570;4620;3570;5460;3570;4620;6490;6880;6490;10390;6490;6880;9790;5890;6280;10060;11500;10060;15850;10060;11500;15250;9460;10900
"C40AF11035";"ТТС Ижевск";;"i40";"2.0";"Бензиновый";3570;4620;3570;5460;3570;4620;6955;7345;6955;9400;6955;7345;8800;6355;6745;10525;11965;10525;14860;10525;11965;14260;9925;11365
"C40AF11035";"ТТС Ижевск";;"i40";"1.7";"Дизельный";3570;4620;3570;4620;3570;4620;7945;12435;7945;12435;7945;12435;11835;7345;11835;11515;17055;11515;17055;11515;17055;16455;10915;16455
"C40AF11035";"ТТС Ижевск";;"Creta";"1.6";"Бензиновый";4200;5460;4200;6300;4200;5460;5390;9300;5390;11925;5390;9300;11325;4790;8700;9590;14760;9590;18225;9590;14760;17625;8990;14160
"C40AF11035";"ТТС Ижевск";;"Creta";"2.0";"Бензиновый";4200;5460;4200;6300;4200;5460;5815;6205;5815;8830;5815;6205;8230;5215;5605;10015;11665;10015;15130;10015;11665;14530;9415;11065
"C40AF11035";"ТТС Ижевск";;"ix35";"2.0";"Бензиновый";4200;5460;4200;6300;4200;5460;5895;6285;6625;7875;8770;6285;7275;8170;5685;10095;11745;10825;14175;12970;11745;13575;12370;11145
"C40AF11035";"ТТС Ижевск";;"ix35";"2.0";"Дизельный";4200;5460;4200;5460;4200;5460;9005;11835;9735;11835;11880;11835;11235;11280;11235;13205;17295;13935;17295;16080;17295;16695;15480;16695
"C40AF11035";"ТТС Ижевск";;"Tucson";"1.6";"Бензиновый";4000;5200;4000;6000;4000;5200;7000;7390;7000;9405;7000;7390;8805;6400;6790;11000;12590;11000;15405;11000;12590;14805;10400;11990
"C40AF11035";"ТТС Ижевск";;"Tucson";"2.0";"Бензиновый";4000;5200;4000;6000;4000;5200;7000;7390;7000;10015;7000;7390;9415;6400;6790;11000;12590;11000;16015;11000;12590;15415;10400;11990
"C40AF11035";"ТТС Ижевск";;"Tucson";"1.6T GDI";"Бензиновый";4000;5200;4000;6000;4000;5200;6840;7230;6840;9245;6840;7230;8645;6240;6630;10840;12430;10840;15245;10840;12430;14645;10240;11830
"C40AF11035";"ТТС Ижевск";;"Tucson";"2.0";"Дизельный";4000;5200;4000;5200;4000;5200;10125;15655;10125;15655;10125;15655;15055;9525;15055;14125;20855;14125;20855;14125;20855;20255;13525;20255
"C40AF11035";"ТТС Ижевск";;"Santa Fe";"2.4";"Бензиновый";4200;5460;4200;6300;4200;5460;7865;8255;7865;10010;10010;8255;9410;9410;7655;12065;13715;12065;16310;14210;13715;15710;13610;13115
"C40AF11035";"ТТС Ижевск";;"Santa Fe";"2.2";"Дизельный";4200;5460;4200;5460;4200;5460;11325;15675;11325;15675;13470;15675;15075;12870;15075;15525;21135;15525;21135;17670;21135;20535;17070;20535
"C40AF11035";"ТТС Ижевск";;"Grand Santa Fe";"3.3";"Бензиновый";4200;5460;4200;6300;4200;5460;8125;8515;8855;11045;8855;8515;10445;8255;7915;12325;13975;13055;17345;13055;13975;16745;12455;13375
"C40AF11035";"ТТС Ижевск";;"Grand Santa Fe";"3.0 GDI";"Бензиновый";4200;5460;4200;6300;4200;5460;8785;9175;9515;13820;9515;9175;13220;8915;8575;12985;14635;13715;20120;13715;14635;19520;13115;14035
"C40AF11035";"ТТС Ижевск";;"Grand Santa Fe";"2.2";"Дизельный";4200;5460;4200;5460;4200;5460;9720;12640;10450;12640;10450;12640;12040;9850;12040;13920;18100;14650;18100;14650;18100;17500;14050;17500
"C40AF11035";"ТТС Ижевск";;"H1";"2.4";"Бензиновый";4200;5460;4200;6300;4200;5460;7200;7980;7200;9455;7200;7980;8855;6600;7380;11400;13440;11400;15755;11400;13440;15155;10800;12840
"C40AF11035";"ТТС Ижевск";;"H1";"2.5";"Дизельный";4200;5460;4200;5460;4200;5460;9515;12735;9515;12735;9515;12735;12135;8915;12135;13715;18195;13715;18195;13715;18195;17595;13115;17595
"C40AF01147";"Автополе Н";;"Solaris New";"1.4";"Бензиновый";3860;4810;3860;5760;3860;4810;5167;5667;5167;15074;5167;5667;;;;9027;10477;9027;20834;9027;10477;5760;3860;4810
"C40AF01147";"Автополе Н";;"Solaris New";"1.6";"Бензиновый";3860;4810;3860;5760;3860;4810;4810;8372;4810;10815;4810;8372;;;;8670;13182;8670;16575;8670;13182;5760;3860;4810
"C40AF01147";"Автополе Н";;"Solaris";"1.4";"Бензиновый";3860;4810;3860;5760;3860;4810;4173;6057;4173;7132;4173;6057;;;;8033;10867;8033;12892;8033;10867;5760;3860;4810
"C40AF01147";"Автополе Н";;"Solaris";"1.6";"Бензиновый";3860;4810;3860;5760;3860;4810;4173;6057;4173;7132;4173;6057;;;;8033;10867;8033;12892;8033;10867;5760;3860;4810
"C40AF01147";"Автополе Н";;"i30";"1.4";"Бензиновый";4700;5960;4700;6950;4700;5960;6761;8645;6761;10370;6761;8645;;;;11461;14605;11461;17320;11461;14605;6950;4700;5960
